ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0010563,negative regulation of phosphorus metabolic process,188/4834,460/18112,1.6882777218459945e-11,9.049846601859612e-9,6.426534804935982e-9,84686/85272/680616/499941/360272/24708/83721/292887/308703/364206/25367/78969/293649/688041/29477/114705/170917/360993/116723/25369/84351/365216/116502/316369/313729/81722/29542/64468/362513/362171/287986/116477/312781/300980/100361138/313155/29148/497198/29753/24855/360555/311437/29644/54348/681059/24185/299626/303885/684158/310695/25112/25049/56718/81666/362778/291610/289754/24205/360593/301119/116504/296072/500985/25537/360616/24954/24482/361069/498003/63995/81823/315833/360797/85265/369016/171136/24817/84402/25125/25521/305539/114509/25690/360584/24484/94172/308478/309377/140448/117186/29645/314623/24316/114906/316131/56011/83709/56029/81816/64519/140607/690898/500616/363159/363193/362102/297682/307169/25528/24602/83516/64204/29219/29417/81737/287931/65179/25495/59314/25296/50557/64152/315348/100912563/65165/192126/301164/114124/25639/367100/315858/140942/50677/306471/287005/305922/81516/25725/24516/311676/85489/361015/54299/683722/60336/683206/498416/192270/24498/25153/170538/309757/689710/308113/26295/24835/685781/24887/313633/292912/25099/498331/266709/295922/500986/113984/360481/24426/501841/498008/89807/291171/308909/313587/363249/25404/362622/81745/293410/25509/117063/25675/25238/362856/116457/114851/171078/363286,188
BP,GO:0045936,negative regulation of phosphate metabolic process,188/4834,460/18112,1.6882777218459945e-11,9.049846601859612e-9,6.426534804935982e-9,84686/85272/680616/499941/360272/24708/83721/292887/308703/364206/25367/78969/293649/688041/29477/114705/170917/360993/116723/25369/84351/365216/116502/316369/313729/81722/29542/64468/362513/362171/287986/116477/312781/300980/100361138/313155/29148/497198/29753/24855/360555/311437/29644/54348/681059/24185/299626/303885/684158/310695/25112/25049/56718/81666/362778/291610/289754/24205/360593/301119/116504/296072/500985/25537/360616/24954/24482/361069/498003/63995/81823/315833/360797/85265/369016/171136/24817/84402/25125/25521/305539/114509/25690/360584/24484/94172/308478/309377/140448/117186/29645/314623/24316/114906/316131/56011/83709/56029/81816/64519/140607/690898/500616/363159/363193/362102/297682/307169/25528/24602/83516/64204/29219/29417/81737/287931/65179/25495/59314/25296/50557/64152/315348/100912563/65165/192126/301164/114124/25639/367100/315858/140942/50677/306471/287005/305922/81516/25725/24516/311676/85489/361015/54299/683722/60336/683206/498416/192270/24498/25153/170538/309757/689710/308113/26295/24835/685781/24887/313633/292912/25099/498331/266709/295922/500986/113984/360481/24426/501841/498008/89807/291171/308909/313587/363249/25404/362622/81745/293410/25509/117063/25675/25238/362856/116457/114851/171078/363286,188
BP,GO:0007416,synapse assembly,96/4834,196/18112,1.8540969474211645e-11,9.049846601859612e-9,6.426534804935982e-9,353230/266734/315546/83721/294380/171393/309659/29477/688721/192183/116595/297514/266777/287989/29755/287986/65047/170641/25466/25012/65096/140908/66013/171287/291709/685472/64622/64353/116508/114850/113970/362235/25398/54239/171093/60391/117096/25479/25529/24316/363058/306055/498922/313156/29219/306147/299236/315217/117523/79121/29138/171447/309349/24397/50557/59312/315840/81732/58868/29456/29423/499947/84685/306439/500280/25614/317181/114589/499668/299138/29386/83501/499497/246212/291388/29705/290467/301309/81005/64845/84022/313633/306183/29709/114634/25513/25054/24922/171500/83684/24225/366205/24338/641521/56768/24408,96
BP,GO:0050807,regulation of synapse organization,121/4834,265/18112,1.925499276991407e-11,9.049846601859612e-9,6.426534804935982e-9,353230/294380/171393/309659/317235/308913/688721/289820/192183/296374/297514/24410/266777/287989/29755/287986/65047/170641/303222/24855/25466/25012/295695/65096/140908/81649/117273/24874/83572/171287/685472/280670/64622/64353/114850/113970/362235/79011/305227/29491/287418/117542/286928/54239/89816/171093/60391/361585/117096/56725/25479/25529/65178/497815/56029/498922/303599/313156/29219/306147/299236/117523/79121/171447/309349/50557/29650/59312/81732/192126/282587/24948/58868/84009/54276/50677/84685/306439/500280/25614/317181/499668/26955/307940/311055/299138/29386/83501/499497/252857/246212/54323/679886/361601/291388/686779/290467/362876/301309/316539/24835/362173/84022/310461/313633/306183/117282/114634/25513/316205/25054/81677/171500/83684/24225/64865/366205/246217/24338/307865/24408,121
BP,GO:0007626,locomotory behavior,120/4834,263/18112,2.4696273779223495e-11,1.0833432097819374e-8,7.69310591620864e-9,54278/29424/24412/64558/29710/29477/311450/25369/289201/29335/360904/84360/294318/24414/316351/170641/58979/29691/25012/25103/295645/24660/29358/64312/303991/25049/25272/56718/290986/293546/25590/83572/25549/300674/291709/360616/29256/685474/24675/25101/25699/307829/501699/266729/25398/309945/54239/25524/29237/171093/361585/25275/313564/117096/25479/24316/81661/313512/83709/299016/58942/24419/305719/29411/304554/29609/29219/25456/81648/50557/64033/305581/59312/81632/315840/83589/117258/60445/84009/25017/24457/266732/29718/54299/29386/296078/25587/24379/24465/290467/680971/300128/295649/24215/24418/316539/293976/362609/114102/304900/81574/84022/25099/309855/54234/306619/360546/83731/89828/304883/29360/50664/257648/117520/25187/83724/24408/311191/25566/688999,120
BP,GO:1901653,cellular response to peptide,189/4834,466/18112,3.2629990989132025e-11,1.3419083794280545e-8,9.52924539478665e-9,84686/24483/54278/25051/25289/24790/289095/24708/81530/85428/24392/367956/297417/25630/116723/24803/307988/79438/59295/313729/29560/81722/50686/291912/117279/24654/313020/117560/365228/25696/24855/171104/24185/140908/83805/25139/25196/311839/289754/24205/306243/681056/83504/287659/64194/50592/25537/171356/171337/24954/24482/266688/309135/85420/500133/691431/362817/298646/311144/360576/60663/24918/291675/24539/25125/25398/29431/314322/171374/56010/296372/297508/81504/25399/94172/360820/302678/24247/29645/24316/304282/84353/25622/85497/81816/288985/140607/84021/60351/24950/114767/362972/362461/294515/360949/25673/114514/292072/29417/24596/94338/24190/25608/50557/64033/300339/116557/24782/64512/64547/83840/301164/282546/58868/315427/114124/29456/83727/116554/25017/290537/24516/314824/362013/293056/25614/25154/81813/24881/58834/24323/498416/58954/24465/500442/24498/300253/24418/25153/170538/309429/309757/316539/29344/64709/26295/24835/685781/302415/362860/84022/313633/303443/117243/117282/301020/313340/25692/25513/25530/24577/24426/25661/85385/65261/25404/114845/316737/25414/81745/304666/58853/171355/246046/64021/297995/25271/289353/293701/29680/25509/24326/117063/25383/84006/29716/360621/25698/25238,189
BP,GO:0001508,action potential,80/4834,156/18112,4.9119509947690005e-11,1.901213973269413e-8,1.3501021960235044e-8,25722/65195/315611/367302/25297/309953/29710/140447/29335/24410/293860/25468/25471/29738/25505/63883/365228/117028/25103/171104/24660/56718/81666/25590/114115/65023/50592/29571/312896/54239/25399/24316/497815/58942/24242/24244/50663/29272/363159/25248/89843/29701/298487/307562/291760/497770/24782/684516/24948/309242/29693/245956/56827/297480/50563/24807/81662/29386/29686/29712/252857/290533/361833/362524/116600/64513/24835/81574/24766/29717/25054/25252/689560/25404/83731/294961/117018/25576/29716/681190,80
BP,GO:0090287,regulation of cellular response to growth factor stimulus,131/4834,297/18112,5.485364981476094e-11,2.005205643228483e-8,1.4239494241387358e-8,307251/362930/58812/360272/502727/338475/498528/25751/64558/680066/307376/365216/314694/29560/307618/287155/316312/83476/680717/294754/117279/304334/266803/79225/301291/54281/690899/296952/291610/24914/289754/296072/300455/25705/296179/679028/25317/84574/363455/252835/361324/310681/84402/170915/367218/305539/60391/114031/25236/114111/308478/309377/361341/362165/361954/84353/309179/363294/100366024/25483/364786/85471/29417/117107/24596/298696/79128/498764/360606/25495/25296/360959/81735/65164/311071/170842/192126/29300/58868/292401/83727/25639/367100/315748/306471/24373/305922/79210/81516/313757/311676/498576/25496/84046/100363275/690516/290744/114208/365894/29216/83837/300813/24881/302863/140590/498416/445442/314259/309757/366889/308577/298744/679869/25617/308739/29492/50554/102553587/301285/94188/84426/689008/65261/58946/59107/80722/25404/81745/292658/304791/64535,131
BP,GO:0001764,neuron migration,94/4834,194/18112,6.400694085573324e-11,2.216661425424867e-8,1.5741097532332404e-8,54278/315546/93667/24392/309659/29477/501099/293012/501145/64186/293860/308690/304913/300754/363412/308444/170641/310533/29753/25159/117536/58935/306844/361103/84394/140908/310062/100294508/83572/260326/306759/311901/361324/316091/266729/314941/25125/299996/317268/25149/83836/300954/60328/24316/100362548/84353/498596/309156/305719/366951/287110/310753/299236/315217/85471/685707/360606/302396/305581/81735/29751/315151/25298/192126/116554/140942/313772/497881/306439/85489/24370/25614/307940/81808/191571/499497/25663/65050/300128/312401/306534/304900/24887/113984/83466/295475/25054/366229/308718/295382/89828/64021/25509/117232,94
BP,GO:0021537,telencephalon development,146/4834,342/18112,8.184997549654637e-11,2.6928641938363756e-8,1.9122739012061545e-8,84686/54278/360272/360459/314423/315546/29424/309659/315059/29227/140447/501099/289201/24410/287989/117182/29560/29542/64186/293860/25108/78974/29588/303547/65047/24654/300754/312781/311169/25696/29753/25416/79225/306844/24706/291556/361103/84394/140908/116549/290986/310062/117273/24470/297893/83572/260326/24214/287659/307403/306594/100910202/24954/311901/84609/303311/691317/300948/266729/25551/317268/363630/83836/140448/680427/25529/24316/84509/84353/500137/498596/309156/305719/24950/25431/25689/366669/363062/64619/303477/292732/25495/25296/306562/83612/140588/50557/309025/305581/59312/29751/245921/29619/311071/192126/498949/84358/60445/29642/316052/313757/310698/360773/24370/297480/313929/26955/311462/307940/81808/29386/29458/299284/83501/499497/25587/312213/291023/24465/314259/50938/25153/24887/25107/499593/313633/171438/361789/29375/24224/117282/312299/25054/58946/116744/301295/58853/29680/25509/25147/307740/25240/24329/25393/64677/24408,146
BP,GO:0198738,cell-cell signaling by wnt,177/4834,435/18112,1.0119443165084626e-10,3.033248200983322e-8,2.153989563936165e-8,246047/64470/499745/114107/24650/83721/50672/287357/308703/498528/24331/293649/25640/64558/497926/84424/100360552/65027/29582/50686/78974/311163/24667/116477/680717/282582/304913/312781/689616/94196/24855/266803/116680/59075/64444/287447/308766/501097/116549/289229/81649/83805/293546/679693/116777/81666/362778/306007/287638/24205/297893/308068/302424/296179/310352/679028/295445/361367/114850/29657/84574/691317/362316/24817/84402/499918/116466/361230/25554/25236/63879/309377/500532/309060/60328/25479/266772/84353/498328/85497/295691/81816/64462/24882/25216/315294/24602/294515/311622/25431/363062/85471/171114/315196/497936/298696/79128/170667/29361/360606/25495/83824/140588/50557/307449/64512/290317/311071/192126/58868/363122/171548/363913/25094/365755/497961/362325/50677/305922/78975/25496/503000/100363275/679110/307940/83837/59076/27080/317715/83501/24881/24323/290794/683206/312937/498416/58919/192270/686779/500863/100310845/300128/78973/309429/313488/308577/679869/302711/499593/65157/24577/83466/84426/64572/312451/80722/25404/286994/114487/304883/83684/299802/499088/316452/313228/689914/361094/500666/24326/307740/310074/25406/364952/24329/362770/304054/310644,177
BP,GO:0016055,Wnt signaling pathway,176/4834,432/18112,1.0141559334594693e-10,3.033248200983322e-8,2.153989563936165e-8,246047/64470/499745/114107/24650/83721/50672/287357/308703/498528/24331/293649/25640/64558/497926/84424/100360552/65027/29582/50686/78974/311163/24667/116477/680717/282582/304913/312781/689616/94196/24855/266803/116680/59075/64444/287447/308766/501097/116549/289229/81649/83805/293546/679693/116777/81666/362778/306007/287638/24205/297893/308068/302424/296179/310352/679028/295445/361367/114850/29657/84574/691317/362316/24817/84402/499918/116466/361230/25554/25236/63879/309377/500532/309060/60328/25479/266772/84353/85497/295691/81816/64462/24882/25216/315294/24602/294515/311622/25431/363062/85471/171114/315196/497936/298696/79128/170667/29361/360606/25495/83824/140588/50557/307449/64512/290317/311071/192126/58868/363122/171548/363913/25094/365755/497961/362325/50677/305922/78975/25496/503000/100363275/679110/307940/83837/59076/27080/317715/83501/24881/24323/290794/683206/312937/498416/58919/192270/686779/500863/100310845/300128/78973/309429/313488/308577/679869/302711/499593/65157/24577/83466/84426/64572/312451/80722/25404/286994/114487/304883/83684/299802/499088/316452/313228/689914/361094/500666/24326/307740/310074/25406/364952/24329/362770/304054/310644,176
BP,GO:0007611,learning or memory,146/4834,345/18112,1.736357779441356e-10,4.967493125532227e-8,3.52754790981244e-8,84686/24483/54278/25051/25446/266734/64440/29424/102550344/363071/116638/29477/140447/114705/65027/289820/311450/501099/116595/289201/29335/24410/313558/360904/29560/81722/294318/79212/24654/296467/60568/29691/25012/307206/140908/25049/56718/64457/83805/25139/83572/29707/300772/65272/50592/360616/29256/64622/361367/24482/685474/171115/116508/25699/24448/60324/84550/170915/25521/286928/54239/29431/314322/89816/171093/60391/25149/361585/140448/680427/24316/81661/309532/83709/140610/24525/25152/25679/311443/29411/25248/59326/315606/364786/81737/114090/360606/25495/81648/50557/64033/59312/680647/171373/29619/83840/25298/301164/308435/60445/64030/315346/84009/364634/54276/287005/24516/24807/311055/81672/29386/24925/25445/296078/29397/499497/54323/307916/170899/680971/301309/24418/84022/313633/292804/24766/54234/25054/306619/29410/24922/304883/83684/83532/24225/25429/64865/25742/25509/25675/24329/361309/29716/360645/24408/311191,146
BP,GO:0042326,negative regulation of phosphorylation,165/4834,402/18112,1.9919559230709482e-10,5.4356372393376044e-8,3.8599893945640106e-8,85272/499941/360272/24708/83721/292887/308703/25367/78969/293649/688041/29477/114705/360993/116723/25369/365216/116502/316369/313729/81722/29542/64468/362513/362171/287986/116477/312781/300980/100361138/313155/29148/497198/24855/360555/311437/29644/54348/681059/24185/299626/303885/310695/25112/25049/56718/81666/362778/291610/289754/24205/360593/301119/296072/500985/24954/24482/361069/498003/63995/81823/315833/360797/85265/369016/171136/24817/84402/25125/25521/305539/114509/360584/24484/308478/309377/140448/117186/29645/314623/24316/114906/316131/83709/56029/81816/140607/690898/500616/363159/363193/297682/25528/24602/83516/64204/29219/29417/81737/287931/65179/25495/59314/25296/50557/64152/100912563/65165/192126/301164/367100/315858/140942/50677/306471/287005/305922/81516/25725/24516/311676/85489/361015/54299/683722/683206/498416/192270/24498/25153/170538/309757/689710/308113/26295/685781/24887/313633/292912/25099/498331/266709/295922/113984/360481/24426/501841/498008/89807/291171/308909/313587/363249/25404/362622/81745/25509/117063/25675/25238/362856/116457/114851/171078/363286,165
BP,GO:0021543,pallium development,109/4834,239/18112,2.065211717073558e-10,5.4356372393376044e-8,3.8599893945640106e-8,84686/54278/360272/360459/315546/309659/315059/501099/289201/24410/117182/29560/29542/64186/293860/29588/303547/24654/300754/312781/25696/29753/306844/291556/361103/84394/140908/116549/117273/24470/297893/83572/260326/287659/307403/306594/100910202/24954/311901/84609/300948/266729/25551/317268/363630/83836/680427/25529/24316/84509/84353/500137/309156/305719/24950/25689/366669/363062/64619/303477/25495/306562/83612/140588/50557/309025/305581/245921/29619/311071/192126/498949/60445/29642/316052/310698/360773/24370/313929/26955/311462/307940/81808/29386/29458/299284/83501/499497/291023/314259/50938/25153/24887/499593/361789/24224/117282/312299/25054/58946/301295/58853/29680/25509/25147/24329/25393/64677/24408,109
BP,GO:0045444,fat cell differentiation,119/4834,268/18112,2.490403706697015e-10,6.302637073102446e-8,4.475668847784636e-8,294925/85272/54278/79216/25682/293649/291228/306873/245977/59295/81708/282582/24654/59108/300754/312781/303021/399489/298765/311553/29702/497991/25159/300807/59075/171104/24185/498678/66026/65162/56718/81649/25139/25196/289754/300772/287659/64194/252917/24954/24482/361060/685474/63995/29657/84574/317376/84402/24539/170915/362489/499991/25554/302678/295691/116674/260327/498795/309156/100366024/25483/315294/362972/363026/311622/85471/117107/25267/25608/114090/316232/500131/25481/300849/291905/361930/83727/310192/367100/365755/63840/314930/314824/25614/360268/24404/24925/246074/362453/24881/81925/81647/25587/291023/313922/619558/58919/291406/307271/310395/78973/309757/29344/679869/302711/24835/54264/361789/114634/301285/293710/294075/294806/313587/58853/500666/303888/25187/361606,119
