ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0007623,circadian rhythm,34/972,267/18112,2.6057757180599423e-6,5.756847085956146e-4,4.7188818006767345e-4,29657/192649/54239/117560/307829/25664/365564/24596/245980/317675/314330/259241/316259/78975/297417/24329/24482/84023/25289/25553/64462/315606/300807/59329/25523/60391/24922/498941/25229/116554/25620/63840/25587/291023,34
BP,GO:0050678,regulation of epithelial cell proliferation,44/972,390/18112,2.6331489276248117e-6,5.756847085956146e-4,4.7188818006767345e-4,246334/192248/679869/688041/24404/85489/296201/117560/29316/25664/29227/100360552/502935/29344/286758/24596/306873/84402/64444/114111/25159/311332/24592/362264/81745/310131/25325/24329/24482/25317/307151/113984/499745/29492/24790/499497/114634/24205/81507/89811/24326/303181/683206/84399,44
BP,GO:0022898,regulation of transmembrane transporter activity,36/972,291/18112,2.636401852883379e-6,5.756847085956146e-4,4.7188818006767345e-4,681024/63847/317420/85489/25639/79246/54348/362524/499561/282819/81648/65144/24418/192249/117087/307206/25592/116477/60391/24718/499497/361833/25398/24242/24244/50663/116600/312981/361110/24326/316395/306811/59076/59312/691246/307757,36
BP,GO:0033002,muscle cell proliferation,34/972,268/18112,2.834372500467348e-6,5.776284575438704e-4,4.734814691372032e-4,192248/25513/679869/681740/78969/686117/25664/24603/170899/291015/83840/81649/170911/361627/29152/81526/366980/25433/25344/25325/24329/24482/25271/25675/499497/114634/24205/81507/24326/84009/25587/683206/304514/308831,34
BP,GO:0032412,regulation of ion transmembrane transporter activity,35/972,280/18112,2.8569277072145995e-6,5.776284575438704e-4,4.734814691372032e-4,681024/63847/317420/25639/79246/54348/362524/499561/282819/81648/65144/24418/192249/117087/307206/25592/116477/60391/24718/499497/361833/25398/24242/24244/50663/116600/312981/361110/24326/316395/306811/59076/59312/691246/307757,35
BP,GO:0046928,regulation of neurotransmitter secretion,22/972,136/18112,3.3138474369406983e-6,6.135197807132733e-4,5.029015508551065e-4,81531/171337/54239/298771/29316/362876/100188944/25716/24592/25248/84023/25400/25187/499497/25398/24242/24244/50663/116600/303351/116508/25505,22
BP,GO:0060216,definitive hemopoiesis,9/972,25/18112,3.3314856046537964e-6,6.135197807132733e-4,5.029015508551065e-4,297099/686117/50662/361391/25159/315606/298765/24790/300193,9
BP,GO:0007517,muscle organ development,41/972,356/18112,3.4376970740019904e-6,6.135197807132733e-4,5.029015508551065e-4,29657/679869/24404/64619/85489/25639/290925/306934/689710/29619/24596/64444/311332/24592/259241/83840/364069/81649/29152/24914/117041/308738/313575/313173/113984/307403/25271/114502/25675/691556/79558/499497/114634/24660/81507/24326/114503/311098/297748/303181/361688,41
BP,GO:0051099,positive regulation of binding,28/972,201/18112,3.483992160123003e-6,6.135197807132733e-4,5.029015508551065e-4,679869/83837/85489/25639/306934/83722/25664/304883/64444/310533/312652/116546/24705/291100/24482/301173/25592/24170/363328/316539/305968/301164/24242/24244/50663/361060/114503/303181,28
BP,GO:0014032,neural crest cell development,17/972,88/18112,3.6770890010549383e-6,6.272884017737159e-4,5.14187675772518e-4,297900/29751/85489/296201/311384/311071/361324/24716/64444/500262/301346/363142/353252/114502/79558/81507/24326,17
BP,GO:0021761,limbic system development,24/972,159/18112,4.223162143605559e-6,6.874243054190671e-4,5.634810158668841e-4,29751/64619/266802/84394/60445/298504/29619/311071/24356/680427/24592/81648/498949/500137/24705/245921/307403/116671/24718/499497/24954/295327/303181/291023,24
BP,GO:0050803,regulation of synapse structure or activity,34/972,273/18112,4.281448320983382e-6,6.874243054190671e-4,5.634810158668841e-4,116638/25513/307940/54239/309349/79121/310392/25012/362876/361601/289820/299236/81649/306147/29629/25325/113970/171116/114523/25592/366205/60391/305227/116671/316539/24718/499497/114634/171447/280670/84009/317235/303181/59312,34
BP,GO:0048863,stem cell differentiation,31/972,238/18112,4.459266985548686e-6,6.955182421174363e-4,5.701156076862396e-4,246334/297900/29751/681740/85489/296201/311384/311071/361324/24716/25267/84402/64444/312440/500262/683626/308738/301346/363142/298765/353252/114502/79558/499497/114634/84584/679845/81507/24326/303181/304514,31
BP,GO:0045860,positive regulation of protein kinase activity,45/972,414/18112,5.470539080069968e-6,8.295464677250543e-4,6.799784102157145e-4,24684/360468/303439/679566/78965/245903/311071/360920/114111/100910984/303635/306141/81745/24525/310131/310533/170911/361388/24418/116546/315291/25433/363855/25344/24329/24482/311546/25317/308797/361261/25592/116477/307403/60391/116671/316539/24718/24954/25579/81507/64558/308267/303181/170538/299331,45
BP,GO:0032414,positive regulation of ion transmembrane transporter activity,21/972,130/18112,5.629574323285148e-6,8.305904386706385e-4,6.808341521560503e-4,681024/317420/79246/54348/499561/65144/192249/117087/116477/24718/361833/24242/24244/50663/116600/312981/361110/24326/306811/59312/691246,21
BP,GO:0051098,regulation of binding,44/972,404/18112,6.597404090501034e-6,9.477691823696091e-4,7.768854512110777e-4,679869/83837/307940/303250/85489/312937/25639/306934/83722/25664/29227/362489/304883/64444/29700/362831/690038/310533/24914/312652/116546/24705/291100/25325/24482/301173/306764/501097/25592/171136/24170/363328/316539/305968/301164/24242/24244/50663/361060/116554/114503/303181/63840/25587,44
BP,GO:0007612,learning,27/972,197/18112,7.048457142202017e-6,9.783096946167653e-4,8.019194785657427e-4,54239/310392/25012/79212/60445/29619/680427/304883/24592/289820/81648/24525/24418/288475/315606/307206/60391/499073/24922/25675/296078/24718/291130/83532/84009/116508/59312,27
BP,GO:0040013,negative regulation of locomotion,40/972,354/18112,7.168416886732114e-6,9.783096946167653e-4,8.019194785657427e-4,25197/24560/314814/29751/81531/78969/685611/306934/307505/297822/25664/311384/361324/24596/84402/311332/24592/500287/690538/24418/81526/366980/301346/245921/302396/84023/113984/113970/363142/25187/316539/499497/25426/81507/302495/29645/25094/303181/304514/305471,40
BP,GO:0045444,fat cell differentiation,33/972,268/18112,7.5280399624828576e-6,0.0010023309793949738,0.00082160970168201875,307271/29657/679869/24404/498795/81925/25664/29344/362489/306873/25267/84402/25159/291406/291403/81649/24482/316216/300807/298765/498678/313977/100366024/25187/114634/24954/361060/301285/303181/63840/25587/685474/291023,33
BP,GO:0048864,stem cell development,17/972,94/18112,9.32314079615564e-6,0.0012117863239574677,9.933000382069581e-4,297900/29751/85489/296201/311384/311071/361324/24716/64444/500262/301346/363142/353252/114502/79558/81507/24326,17
BP,GO:0007265,Ras protein signal transduction,39/972,349/18112,1.2055404570849197e-5,0.001499534647787549,0.001229167051560411,192248/317580/361503/81754/171337/306380/79121/83841/680419/306934/317219/83722/313845/312915/78965/689710/302373/304883/24596/313210/24592/306141/690538/24525/310533/116546/24482/100361238/29492/114523/298298/60336/362842/24917/24326/302495/25597/84009/81757,39
BP,GO:0008306,associative learning,20/972,126/18112,1.2230817438270554e-5,0.001499534647787549,0.001229167051560411,54239/310392/25012/79212/60445/29619/680427/304883/24592/289820/81648/24525/288475/315606/307206/499073/25675/24718/291130/59312,20
BP,GO:0060485,mesenchyme development,35/972,299/18112,1.2361065973702088e-5,0.001499534647787549,0.001229167051560411,297900/679869/83837/29751/498576/685611/83841/85489/296201/311384/311071/29344/361324/24716/170909/84402/64444/303946/306141/500262/301346/313575/29748/363142/353252/114502/79558/316539/499497/114634/81507/24326/303181/679819/304514,35
BP,GO:0021953,central nervous system neuron differentiation,28/972,215/18112,1.2793625220602942e-5,0.001518269566940684,0.0012445240460591102,29751/307940/54239/84394/29227/29619/311071/680427/84407/64444/25159/311332/310533/501145/300807/307403/60391/317268/114502/316539/25398/293976/114503/295327/303181/59312/299331/291023,28
BP,GO:0007626,locomotory behavior,32/972,263/18112,1.3172635549845513e-5,0.001529987605672482,0.0012541293106918987,192247/311876/54239/266802/686117/307829/25012/60445/84360/295649/304883/81648/24418/499529/24457/25553/309243/299016/25187/316539/296078/24718/25398/24660/293976/64558/84009/25587/59312/29477/81574/685474,32
BP,GO:0033674,positive regulation of kinase activity,50/972,496/18112,1.373621698149112e-5,0.0015622085104575005,0.0012805407541297974,24684/360468/266802/25232/303439/679566/78965/245903/311071/24716/360920/25267/114111/100910984/303635/295378/306141/81745/24525/310131/310533/170911/361388/24418/116546/315291/25433/363855/25344/24329/24482/311546/25317/308797/361261/25592/116477/307403/60391/116671/316539/24718/24954/25579/81507/64558/308267/303181/170538/299331,50
BP,GO:0050807,regulation of synapse organization,32/972,265/18112,1.5380643053065917e-5,0.0016941393450955024,0.0013886843273784445,25513/307940/54239/309349/79121/310392/25012/362876/361601/289820/299236/81649/306147/25325/113970/171116/114523/25592/366205/60391/305227/116671/316539/24718/499497/114634/171447/280670/84009/317235/303181/59312,32
BP,GO:0001764,neuron migration,26/972,194/18112,1.5516938496936274e-5,0.0016941393450955024,0.0013886843273784445,29751/307940/85489/84394/361324/306534/25159/299236/306417/310533/363412/501145/81735/302396/25400/113984/685707/114523/317268/116671/24718/499497/116554/291130/29477/299331,26
BP,GO:0035249,"synaptic transmission, glutamatergic",19/972,118/18112,1.627231831425292e-5,0.001741776189755033,0.0014277322013186617,116638/307940/84360/24596/25716/24592/24418/29629/24329/25248/298521/60391/24718/499497/25398/291130/84009/59312/25505,19
BP,GO:0008361,regulation of cell size,29/972,230/18112,1.6844224892182747e-5,0.0017683196862774157,0.0014494898788799367,29456/292887/307833/29751/317420/307940/25293/84394/60445/311384/286758/361324/84360/24716/295378/294797/65172/360921/301346/363142/114523/25523/24170/116671/303181/313020/59312/29477/299331,29
BP,GO:0099504,synaptic vesicle cycle,30/972,243/18112,1.832841488553528e-5,0.0018878267332101339,0.001547449685767835,116638/56768/81531/171337/54239/79121/298771/29316/25012/362876/313934/84360/25716/25248/25400/117559/113970/81802/60391/499073/116671/25398/362842/24242/24244/50663/116600/116508/29138/25505,30
BP,GO:0060562,epithelial tube morphogenesis,42/972,396/18112,2.020433663148493e-5,0.002042508771690301,0.0016742423980593071,85489/296201/78965/60445/502935/311071/78963/24716/304883/25267/84402/311332/306141/24525/290669/312652/24705/301346/25497/24482/25317/305505/499745/29748/171116/29492/114523/353252/114502/79558/316539/499497/114634/686412/84584/365352/24326/303181/81757/59312/84399/691246,42
BP,GO:0050679,positive regulation of epithelial cell proliferation,28/972,222/18112,2.3275942167911424e-5,0.002301093770182204,0.0018862042627904767,246334/192248/679869/85489/29316/100360552/502935/306873/84402/114111/25159/24592/362264/81745/310131/25325/24329/24482/25317/307151/499745/29492/24790/81507/89811/303181/683206/84399,28
BP,GO:0034329,cell junction assembly,46/972,452/18112,2.375527211914566e-5,0.002301093770182204,0.0018862042627904767,29456/25513/56768/304124/171337/54239/309349/79121/685611/83841/307505/25012/689710/60445/84407/299236/81745/362279/310533/24397/306147/312652/315346/113970/691149/114523/25592/366205/307618/60391/24922/499497/114634/171447/25398/24660/29645/363058/207122/303181/116508/116690/59312/29477/29138/304514,46
BP,GO:0001755,neural crest cell migration,13/972,63/18112,2.4208080524842412e-5,0.002301093770182204,0.0018862042627904767,29751/85489/296201/311384/311071/361324/24716/64444/301346/363142/114502/79558/24326,13
BP,GO:1902106,negative regulation of leukocyte differentiation,18/972,111/18112,2.4448330952659433e-5,0.002301093770182204,0.0018862042627904767,361181/25513/303496/78969/311909/312937/50662/308496/84402/361391/25159/24592/364069/24705/499745/100366024/25587/84399,18
BP,GO:0031346,positive regulation of cell projection organization,46/972,453/18112,2.510774121515546e-5,0.0023231043948056555,0.001904246349788151,29456/361503/25513/192247/307833/307940/266802/306934/360632/84394/679566/84510/311071/499022/24716/304883/24596/306873/192352/100910984/24592/289820/310533/29152/65172/306147/360921/312652/288289/25248/113970/171116/114523/25592/316539/24718/24205/301164/64558/84009/317235/303181/81757/29477/299331/305386,46
BP,GO:0044703,multi-organism reproductive process,36/972,322/18112,2.5549360787732513e-5,0.0023245660090038633,0.0019054444334851038,29657/360468/307562/25335/25293/117560/315907/29263/24356/291755/81648/306459/24525/24705/313262/100360880/315346/245921/24482/25248/84023/113984/295252/25553/24790/25271/362607/24660/362842/24326/84009/171052/361920/29477/25505/84399,36
BP,GO:0071900,regulation of protein serine/threonine kinase activity,40/972,374/18112,2.610897902535341e-5,0.002336539614744332,0.0019152591861393848,78969/313845/25664/689710/245903/311071/84402/114906/294053/24592/303635/306141/24525/310131/310533/361388/116546/315291/363855/24329/24482/25317/308797/361261/113984/307403/60391/25675/116671/316539/24205/24660/24954/25579/301164/81507/64558/29645/170538/683206,40
BP,GO:0045600,positive regulation of fat cell differentiation,14/972,73/18112,2.8499912932778195e-5,0.0025093713661296156,0.002056929199953143,498795/81925/25664/29344/306873/84402/81649/24482/498678/100366024/25187/114634/25587/685474,14
BP,GO:0016358,dendrite development,36/972,324/18112,2.9179694147077125e-5,0.002528443656331651,0.002072562737163323,29456/192247/29751/307940/54239/79121/266802/83722/84394/362876/298504/282546/304883/24596/288563/192352/289820/310533/311462/25615/25400/171116/114523/309902/116671/316539/24718/499497/25398/280670/116554/291130/316395/84009/317235/59312,36
BP,GO:0042752,regulation of circadian rhythm,20/972,134/18112,3.08416705864764e-5,0.0026300560540410776,0.0021558543179739154,29657/54239/307829/25664/365564/245980/314330/259241/316259/78975/84023/64462/300807/59329/498941/25229/116554/25620/63840/25587,20
BP,GO:1903707,negative regulation of hemopoiesis,18/972,113/18112,3.131592663723577e-5,0.0026300560540410776,0.0021558543179739154,361181/25513/303496/78969/311909/312937/50662/308496/84402/361391/25159/24592/364069/24705/499745/100366024/25587/84399,18
BP,GO:0051897,positive regulation of protein kinase B signaling,19/972,124/18112,3.3309364649562786e-5,0.0027550882063933826,0.0022583430482502618,679869/24404/312915/24716/24596/306141/310131/170911/24705/25433/25344/24329/24482/60391/314555/24954/89811/29645/299331,19
BP,GO:1903706,regulation of hemopoiesis,42/972,406/18112,3.639153393748645e-5,0.002921206446984744,0.002394510003978394,361181/297099/25513/303496/78969/311909/312937/686117/57301/313845/50662/78965/29263/29344/24356/308496/84402/361391/25159/24592/300649/294797/364069/306417/81649/24914/317599/24705/25325/24457/499745/29492/298765/307403/100366024/499497/24205/114503/300193/25094/25587/84399,42
BP,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,10/972,40/18112,3.671376187382802e-5,0.002921206446984744,0.002394510003978394,246334/29657/301513/84402/64444/291841/683626/25344/24482/313575,10
BP,GO:0014706,striated muscle tissue development,32/972,277/18112,3.737335322856921e-5,0.002921206446984744,0.002394510003978394,681740/307562/85489/25639/289144/686117/100360552/689710/60445/502935/170899/25267/64444/311332/81649/24914/24705/366980/24482/59329/25271/79558/499497/24205/81507/24326/114503/311098/303181/25587/304514/308831,32
BP,GO:0030111,regulation of Wnt signaling pathway,35/972,315/18112,3.748455056483756e-5,0.002921206446984744,0.002394510003978394,29657/679869/83837/310352/307940/312937/316412/361230/100360552/192270/311071/24667/304883/84402/497961/64444/292907/295445/81649/24329/361261/501097/499745/308896/64462/116477/24205/63879/64558/291130/362316/306811/303181/683206/302526,35
BP,GO:0042476,odontogenesis,22/972,158/18112,3.7993342688389235e-5,0.002921206446984744,0.002394510003978394,246334/679869/304135/362741/309389/85489/680115/307505/78965/29263/24596/25267/365581/303635/24373/24205/293976/81507/317346/24326/363672/297096,22
BP,GO:0003007,heart morphogenesis,32/972,279/18112,4.304431683991568e-5,0.0032635961892930514,0.0026751665334280935,306571/85489/25639/296201/313845/689710/502935/170909/64444/311332/299236/312652/24705/366980/313575/29492/308376/25271/79558/499497/114634/24954/81507/365352/24326/114503/311098/303181/25587/84399/691246/304514,32
BP,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,26/972,206/18112,4.446939966276999e-5,0.0033254582569734437,0.002725874808456168,361109/192178/313594/303250/311909/315000/301513/60445/29619/29344/291604/499022/312510/301575/291841/297417/24705/25433/297911/298765/361309/313339/24954/308266/361920/306672,26
BP,GO:0051962,positive regulation of nervous system development,38/972,358/18112,4.860392670899501e-5,0.003543099192495872,0.0029042748657070326,29456/25513/307833/307940/309349/84394/25664/311071/25478/499022/192352/114111/289820/299236/65172/306147/360921/24418/312652/246216/24329/24482/288289/171116/114523/25592/366205/60391/316539/24718/171447/116554/84009/303181/25587/59312/29477/308831,38
BP,GO:1901339,regulation of store-operated calcium channel activity,6/972,14/18112,4.867786031089768e-5,0.003543099192495872,0.0029042748657070326,117087/24242/24244/50663/312981/361110,6
BP,GO:0016079,synaptic vesicle exocytosis,21/972,150/18112,5.216464035181441e-5,0.0037469312063230903,0.0030713557636504584,56768/81531/171337/54239/298771/29316/25012/362876/25716/25248/25400/117559/81802/25398/362842/24242/24244/50663/116600/116508/25505,21
BP,GO:0070997,neuron death,45/972,454/18112,5.5039097167245325e-5,0.003902057551116782,0.0031985126733829103,246334/24560/292887/24831/24404/84019/317673/25232/310392/78965/60445/29619/498995/78963/296360/24596/64444/24592/312303/81745/24525/170911/363855/81735/25325/24482/499529/313173/25592/24922/116671/499497/114634/25398/63879/60430/25579/89811/116554/301285/192235/114503/63868/303181/29477,45
BP,GO:0006325,chromatin organization,48/972,496/18112,5.725748574460203e-5,0.004007289931792083,0.0032847715506113804,246334/307726/690043/316440/681740/293112/309828/688041/292027/24404/306571/290831/290997/309647/282546/288563/192352/292907/312440/300266/25574/170911/362194/290669/78975/308738/501145/366980/315523/246284/683923/307151/317241/100910646/306764/100362678/296084/315606/100366024/309902/314555/688466/301164/688843/311607/361688/361237/81785,48
BP,GO:0099003,vesicle-mediated transport in synapse,31/972,271/18112,5.92717652250793e-5,0.0040572402844653585,0.003325715804757425,116638/56768/81531/171337/54239/79121/298771/29316/25012/362876/313934/84360/25716/25248/25400/117559/113970/81802/29748/60391/499073/116671/25398/362842/24242/24244/50663/116600/116508/29138/25505,31
BP,GO:0032878,regulation of establishment or maintenance of cell polarity,8/972,27/18112,5.9457633771245415e-5,0.0040572402844653585,0.003325715804757425,171337/306934/312915/310131/360921/24482/307618/299909,8
BP,GO:0006006,glucose metabolic process,27/972,222/18112,6.134980123987028e-5,0.004110314057962297,0.003369220323829837,24959/25513/679869/303565/316021/298282/192280/29316/24645/25062/252900/365842/81649/170911/117041/297417/24482/300807/59329/60336/24954/301164/301285/307759/25620/63840/313020,27
BP,GO:0035264,multicellular organism growth,26/972,210/18112,6.174129927695701e-5,0.004110314057962297,0.003369220323829837,679869/311909/313845/78965/689710/298504/29344/246771/304883/25062/29653/303238/170911/306147/24705/24482/246284/305505/29492/24170/290705/24660/84584/307350/313020/84399,26
BP,GO:0031345,negative regulation of cell projection organization,27/972,223/18112,6.631762091832082e-5,0.004361781838471245,0.003575348212096155,306825/192247/29751/81531/79121/60445/311384/84510/361324/24596/306141/301575/171088/310533/360921/301346/81735/25289/363142/114523/60391/116671/316539/24660/266611/303181/170538,27
BP,GO:0048638,regulation of developmental growth,41/972,404/18112,6.914657029582004e-5,0.004493703895772401,0.003683484590570564,29456/679869/307833/29751/681740/307940/686117/84394/313934/78965/311384/298504/361324/170899/25716/29653/83840/364069/81649/170911/29152/65172/360921/301346/24482/84023/25553/363142/114523/25592/317268/116671/499497/114634/24205/24954/81507/303181/307350/29477/304514,41
BP,GO:0060039,pericardium development,7/972,21/18112,7.508877895996327e-5,0.0048224664040286995,0.003952970889892308,313845/307724/689710/311332/305505/366205/304514,7
BP,GO:0042552,myelination,23/972,177/18112,7.662656511308811e-5,0.00486400487153893,0.003987019930180387,303356/679869/288529/60445/499975/499022/24596/24592/24705/24482/362911/29748/316457/308376/78960/313977/25271/361466/24660/307350/116690/291023/308831,23
BP,GO:0007411,axon guidance,29/972,250/18112,7.898791326628656e-5,0.004931102596888805,0.004042019868565539,29751/25473/29227/311384/315615/361324/680427/306534/24596/64444/299236/312652/301346/81735/363142/114523/25592/366205/307403/317268/116671/316539/24718/499497/361833/24326/84009/303181/116690,29
